12.7,-52.8,19915,1256171130
26.7,-55.9,19916,1256171118
26.8,-55.7,19916,1256171119
26.7,-55.6,19916,1256171120
26.5,-55.7,19916,1256171121
26.2,-56.0,19916,1256171122
26.0,-56.5,19916,1256171123
25.9,-57.1,19916,1256171124
26.0,-57.9,19916,1256171125
26.2,-58.8,19916,1256171126
26.4,-59.7,19916,1256171127
26.6,-60.3,19916,1256171128
26.8,-61.0,19916,1256171129
27.0,-61.5,19916,1256171130
27.2,-61.7,19916,1256171131
27.7,-62.4,19916,1256171132
28.4,-62.8,19916,1256171133
29.2,-63.1,19916,1256171134
30.0,-63.3,19916,1256171135
31.0,-63.2,19916,1256171136
31.9,-62.5,19916,1256171137
32.9,-61.4,19916,1256171138
33.8,-60.5,19916,1256171139
34.2,-59.0,19916,1256171140
34.3,-57.4,19916,1256171141
33.9,-56.0,19916,1256171142
33.5,-54.0,19916,1256171143
33.4,-51.8,19916,1256171144
33.6,-48.8,19916,1256171145
33.9,-46.1,19916,1256171146
34.3,-43.4,19916,1256171147
34.5,-40.5,19916,1256171148
34.5,-38.3,19916,1256171149
34.2,-36.5,19916,1256171150
33.9,-34.7,19916,1256171151
34.3,-33.1,19916,1256171152
34.7,-31.9,19916,1256171153
35.2,-30.7,19916,1256171154
35.6,-29.6,19916,1256171155
36.0,-28.4,19916,1256171156
36.2,-27.3,19916,1256171157
36.3,-26.5,19916,1256171158
36.8,-26.1,19916,1256171159
37.0,-25.9,19916,1256171160
10.4,-25.8,19917,1256171118
10.2,-27.5,19917,1256171119
10.0,-29.2,19917,1256171120
9.8,-30.6,19917,1256171121
9.7,-32.0,19917,1256171122
9.8,-33.4,19917,1256171123
10.3,-35.0,19917,1256171124
10.8,-36.5,19917,1256171125
11.3,-37.9,19917,1256171126
11.8,-39.6,19917,1256171127
12.5,-41.5,19917,1256171128
13.4,-43.4,19917,1256171129
14.2,-45.2,19917,1256171130
14.9,-47.3,19917,1256171131
15.3,-49.7,19917,1256171132
15.7,-52.1,19917,1256171133
15.8,-54.1,19917,1256171134
15.9,-56.1,19917,1256171135
16.0,-58.1,19917,1256171136
24.2,-49.1,19918,1256171118
25.4,-50.0,19918,1256171119
26.8,-50.9,19918,1256171120
27.8,-52.3,19918,1256171121
29.3,-53.1,19918,1256171122
31.2,-51.7,19918,1256171123
